top,bookname,click,info,label,type
35,特种仙医,601281,"一次意外，让叶秋借尸还魂了。
世界还是那么一个世界，人还是那么一个人，但生活的味道却是变了不少。
生前军医，生后大夫，也算是人尽其才。
重生同一个世界的他，立下志愿，装逼全世界，打脸全地球。
特种仙医是作者""星月散人""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","医生,重生,暧昧,纨绔,扮猪吃老虎",都市
36,美女的功夫神医,589175,"一个只知道占便宜的好色神医，绝不肯吃亏的奇葩男人，而且还是一个无良的大色狼，在他的思想里，就是想要娶很多很多的漂亮老婆。
在被自己的师傅，一个同样无耻下流的老头赶下山之后，在一次撞车之中遇到了一对性感美丽漂亮的姐妹花，就这样发生了一系列的故事，却成就了胡言的热血一生，过着幸福刺激的生活。
美女的功夫神医是作者""都市小少""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","暧昧,YY,猥琐,同居,医生",都市
37,护花圣医,576982,"一个小小医师却是身怀起死回生之术，一枚小小银针却能去除百病。他很普通，身边却美女如云，诱惑不断。 一切只源于他可以从死神手中夺命，在阎王手中收魂。 只因，一针千金，一方难求。
护花圣医是作者""追求潇洒""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","热血,医生,扮猪吃老虎,暧昧",都市
38,绝色老板娘,544976,"一身牛逼医术继承者林一凡，只身来到西北城，和豆腐坊的老板娘打情骂俏。
但是为了学费，不得不去酒吧打工，却偶遇极品女BOSS投怀送抱！
这还得了！而之后的日子里，凭借医术超凡的他让熟女，辣妹个个主动投怀送抱......
绝色老板娘是作者""圣唐天""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","暧昧,后宫,热血,扮猪吃老虎",都市
39,神级杀手在都市,512828,"世界顶级杀手唐林，历尽惊险与繁华之后，突然接到保护未婚妻的任务。
这保镖工作可真不好做，要会飙车，懂喝茶，斗得过纨绔，躲得了暗杀。不过对于全能杀手的唐林来说，这些都是小儿科。
可是，当美女大小姐突然倾心，大明星硬倒贴，漂亮警花天天跟踪的时候，唐林才发现，原来要做个普通人，也不是那么容易啊！
神级杀手在都市是作者""五公子""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","杀手,暧昧,热血",都市
40,护花高手在都市,494590,"平凡小修士意外穿越，来到繁华都市， 这里没有修真者，更没有大神，这说明什么？
杨宇嘿嘿地偷笑：“这说明，我是唯一会修真的人！”

护花高手在都市是作者""晓言""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","暧昧,热血,YY,励志,医生",都市
41,乡村高手在都市,492127,"乡村小子叶枫，无意间得到一本武林秘籍，从此之后金钟罩铁布衫、无影脚、一阳指……那些只有武侠小说里才有的功夫，他全都会！
身怀绝技的他，走出大山，混迹都市！
仗着有武功，他是打得了流氓，斗得了恶匪；怀抱众女，却依旧纵意花丛……
乡村高手在都市是作者""悲情周少""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","热血,张扬,扮猪吃老虎,搞笑",都市
42,全能车神,490997,"这是一个讲述汽车的故事，这是一个讲述机械原理的故事。
在这里，有速度与激情，有热血，有妹纸，有装逼。
破国际间碟、帮警察破案、到缅甸赌石、美墨边竟飙车，样样都少不了我全能车神。

全能车神是作者""贱尊""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","暧昧,激情,腹黑,扮猪吃老虎,奇遇",都市
43,都市之超级杀神,484059,"修真少年罗成只身来到繁华都市打拼，乐观上进，不向命运低头。
随着《真龙天地决》的修炼日益强大，罗成从此开始了一段逍遥人生！数不尽的奇珍异宝、品不完世间百味、理不清儿女情长，异能无双都市纵横，古武玄奇叱咤风云……
一样的精彩，谱写出不一样的都市传奇。
都市之超级杀神是作者""大器晚成""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","暧昧,争霸,杀手",都市
44,顶级兵王,432309,"他是部队精英，兵王之王！
临危授命重返都市，从此一个妖孽般的男人诞生了！
他追警花，斗恶霸，纵横花都妻妾成群！
修古武，灭黑道，横扫八方踏上巅峰！
顶级兵王是作者""一招半式闯江湖""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","热血,暧昧",都市
45,美女总裁的贴身小和尚,426577,"他本是佛门弟子，回归都市，冷艳女总裁，温柔小秘书，妩媚女助理，萝莉高中生，制服小护士，性感女明星，一一跳进他的碗里。
我本一心向佛，奈何桃运连连。
美女总裁的贴身小和尚是作者""诡医""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,都市
46,狂暴医王,424453,"为了找回祖传的《二十九路银针》，叶小山义无反顾的闯进了大都市，誓死要夺回叶家医书，哪怕是把整个城市搅了个底朝天。
凭借着超乎常人的中医术，逐渐站稳脚跟，慢慢夺回祖传之宝，却发现自己被卷入了一场又一场的阴谋之中。
为了自保也为心爱之人，叶小天果断的亮出了他锋利的爪牙。无数个性鲜明的女人粉墨登场。妖媚的、可爱的、优雅的、端庄的。

狂暴医王是作者""海洋之心""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","医生,暧昧",都市
47,最强兵王,396688,"被战友小看，被女人退婚，被家族抛弃！
他怒了：既然你们咄咄相逼，也罢，那就让整个世界为我颤抖吧！

最强兵王是作者""温火""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","杀手,争霸,热血,军人,激情,温火",都市
48,我的23岁女房客,393391,"老婆不止一个？有萌妹子般的情人，女警仆人；
抱着御姐一样的美女；搂着黑社会靓丽的一姐；
我读书少，你不要骗我；
我就是我，不一样的烟火；
书友群：216269972，期待你的到来，爆料更多！
我的23岁女房客是作者""痞子易""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","合租,暧昧,同居,激情,迷情",都市
49,都市白起,390627,"一代杀神白起，被迫自杀之后穿越到现代大都市。
在这里，他是遗体化妆师，妙手仁术，完美逝者；
在这里，他是古武至尊，幕后行侠，覆雨翻云；
在这里，他是玄道高手，鬼魅邪异，无所遁形；
在这里，他是看似普通的青年，是可以性命相交的伙伴，同时，更是叱咤风云的巅峰强者！
且看昔日凶名赫赫一代人屠，如何在新的都市里，舞出轰轰烈烈的精彩的...
都市白起是作者""落叶非殇""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,都市
50,女总裁的贴身护卫,386856,"曾被扫地出门的神秘猪脚，在消失十年之后重新归来，本想安安静静的生活，却不想卷进了地下世界争斗之中。
妖娆火爆的大姐头，冷若冰霜的绝美杀手，高冷骄纵的妖孽大小姐，聪慧睿智的美女上司，含情脉脉的俏校花纷纷闯进了他的生活之中……
且看极品高手纵横都市，如何携带众美在华夏翻江倒海，风生水起！
女总裁的贴身护卫是作者""月夜孤藤""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","暧昧,同居,猥琐,YY",都市
51,医道天王,385076,"一次车祸，世界排名前十的著名外科医生高刚的灵魂从2200年穿越到2010年，依附在一位同名同姓的县级医院小医生身上。
世界卫生组织首席专家？哥我不稀罕！
一千万美元？对不起，还请不动哥我亲自为你做一个手术。
美女？哥随手可得。
世界自我有，一切任纵横！

医道天王是作者""石头医生""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","医生,暧昧,张扬,技术流,激情",都市
